CustomerNumber,OfferAccepted,Reward,MailerType,IncomeLevel,NumBankAccountsOpen,OverdraftProtection,CreditRating,NumCreditCardsHeld,NumHomesOwned,HouseholdSize,OwnYourHome,AverageBalance,Q1Balance,Q2Balance,Q3Balance,Q4Balance,Rand,Keep,Accepted
3916,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,916.25,519,1118,1387,641,0.136471868,1,1
3917,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,971,1580,1306,757,241,0.136471868,1,0
3918,Yes,Cash Back,Letter,Low,1,Yes,Low,2,1,2,No,251.75,448,66,264,229,0.136471868,1,1
3919,No,Air Miles,Postcard,High,1,No,Low,2,2,4,Yes,305.5,292,446,7,477,0.136471868,1,0
3920,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,826,635,710,961,998,0.136471868,1,0
3921,No,Air Miles,Postcard,Low,1,No,Medium,1,1,2,No,264.25,294,4,398,361,0.136471868,1,0
3922,No,Air Miles,Postcard,Medium,2,No,Low,3,1,5,Yes,890.5,26,578,1198,1760,0.136471868,1,0
3923,No,Cash Back,Postcard,High,1,No,Medium,2,1,5,No,1048.25,127,1348,910,1808,0.136471868,1,0
3924,No,Air Miles,Letter,Medium,1,Yes,High,1,1,3,Yes,373.25,220,473,494,306,0.136471868,1,0
3925,No,Points,Postcard,Low,1,No,High,2,1,4,Yes,926,263,788,935,1718,0.136471868,1,0
3926,No,Cash Back,Postcard,High,1,Yes,Medium,2,1,6,No,1218.5,1181,1495,1425,773,0.136471868,1,0
3927,Yes,Cash Back,Letter,Low,1,No,High,1,1,4,Yes,1032,1496,1670,646,316,0.136471868,1,1
3928,No,Points,Letter,Medium,2,Yes,High,2,1,2,Yes,1211.25,1973,1615,434,823,0.136471868,1,0
3929,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,5,Yes,1060.75,1229,1734,915,365,0.136471868,1,1
3930,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,4,Yes,1310.25,848,1343,1947,1103,0.136471868,1,0
3931,No,Cash Back,Letter,Low,1,Yes,Low,2,2,3,Yes,968.75,1775,1057,745,298,0.136471868,1,0
3932,No,Points,Postcard,Low,1,No,Low,2,1,1,No,1092.5,404,1686,1633,647,0.136471868,1,0
3933,No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1107,171,1336,1716,1205,0.136471868,1,0
3934,No,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,235,47,491,67,335,0.136471868,1,0
3935,No,Points,Postcard,Low,1,No,High,3,1,4,No,1389,1311,1389,1258,1598,0.136471868,1,0
3936,No,Air Miles,Letter,Low,2,No,Low,2,1,5,Yes,1053.75,200,1080,1253,1682,0.136471868,1,0
3937,No,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,950.5,1398,1769,433,202,0.136471868,1,0
3938,No,Cash Back,Letter,High,2,No,Medium,2,1,4,Yes,253.75,262,251,205,297,0.136471868,1,0
3939,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,869.25,1386,1144,795,152,0.136471868,1,0
3940,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1301,1010,1390,966,1838,0.136471868,1,1
3941,No,Points,Letter,High,1,Yes,Medium,3,1,2,No,1169,845,933,824,2074,0.136471868,1,0
3942,No,Cash Back,Postcard,Low,1,No,Low,1,1,4,No,946,1580,1348,633,223,0.136471868,1,0
3943,No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,1116.75,545,597,1543,1782,0.136471868,1,0
3944,No,Cash Back,Postcard,Medium,1,No,Low,1,2,4,Yes,1768,1768,1558,1929,1817,0.136471868,1,0
3945,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1408.5,1812,1760,1263,799,0.136471868,1,0
3946,No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,830.75,317,1047,1497,462,0.136471868,1,0
3947,No,Air Miles,Letter,Medium,1,No,High,3,1,5,No,1037,1782,1329,683,354,0.136471868,1,0
3948,Yes,Air Miles,Letter,Low,1,No,High,2,1,2,Yes,1010.75,457,1539,926,1121,0.136471868,1,1
3949,Yes,Air Miles,Letter,Medium,2,No,Medium,1,1,4,Yes,853.75,239,1693,837,646,0.136471868,1,1
3950,Yes,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,1013,1600,1091,870,491,0.136471868,1,1
3951,No,Points,Postcard,Low,1,No,High,1,2,3,No,1144.5,660,861,1422,1635,0.136471868,1,0
3952,No,Cash Back,Letter,Medium,1,No,Low,1,1,2,Yes,115,168,104,56,132,0.136471868,1,0
3953,No,Air Miles,Postcard,Medium,2,Yes,Medium,3,2,1,Yes,1007.75,1753,1361,749,168,0.136471868,1,0
3954,No,Air Miles,Postcard,Medium,1,No,Low,3,1,2,Yes,1125,1919,1466,869,246,0.136471868,1,0
3955,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,156.75,147,201,165,114,0.136471868,1,0
3956,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,865.25,986,801,754,920,0.136471868,1,0
3957,No,Cash Back,Postcard,High,3,No,High,1,1,3,No,1159.75,412,1453,1704,1070,0.136471868,1,0
3958,Yes,Air Miles,Letter,Medium,1,No,Low,1,2,4,No,1283.25,892,1175,1205,1861,0.136471868,1,1
3959,Yes,Points,Postcard,Low,1,No,Low,1,1,3,Yes,805.25,570,584,1141,926,0.136471868,1,1
3960,No,Air Miles,Letter,High,1,Yes,High,3,1,4,No,896.75,283,1268,1115,921,0.136471868,1,0
3961,No,Cash Back,Letter,High,2,Yes,Low,2,1,5,Yes,1358,943,1698,1959,832,0.136471868,1,0
3962,Yes,Points,Postcard,High,1,No,Low,1,1,3,No,1207,1011,484,2268,1065,0.136471868,1,1
3963,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,1119.75,850,1487,1451,691,0.136471868,1,1
3964,No,Points,Postcard,High,1,No,High,1,1,4,No,1139.75,598,1472,1933,556,0.136471868,1,0
3965,No,Points,Postcard,Medium,2,No,Medium,2,2,4,Yes,717.5,662,953,515,740,0.136471868,1,0
3966,No,Air Miles,Letter,High,1,Yes,Medium,2,1,5,No,1223.5,762,916,2032,1184,0.136471868,1,0
3967,No,Points,Postcard,Low,1,No,Low,3,1,6,Yes,836.5,1612,1148,548,38,0.136471868,1,0
3968,Yes,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,681.5,523,555,779,869,0.136471868,1,1
3969,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,3,Yes,365.25,435,319,242,465,0.136471868,1,0
3970,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1100,852,1043,855,1650,0.136471868,1,1
3971,No,Air Miles,Postcard,Medium,2,No,Medium,1,1,2,No,1209.5,1971,1300,840,727,0.136471868,1,0
3972,Yes,Points,Postcard,Medium,1,Yes,Medium,1,1,4,No,1801.75,1812,1995,1660,1740,0.136471868,1,1
3973,No,Cash Back,Letter,Medium,1,No,Low,3,2,3,Yes,1161.25,591,1327,1001,1726,0.136471868,1,0
3974,No,Points,Postcard,Medium,2,No,Medium,3,2,3,Yes,1045.75,113,1557,1268,1245,0.136471868,1,0
3975,No,Air Miles,Postcard,High,2,No,Low,2,1,4,Yes,924.75,1248,1169,883,399,0.136471868,1,0
3976,No,Air Miles,Postcard,High,2,No,Medium,2,1,3,Yes,1148.75,1701,1535,609,750,0.136471868,1,0
3977,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,1237.5,1072,770,1497,1611,0.136471868,1,0
3978,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,746.75,878,688,910,511,0.136471868,1,0
3979,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,895,1828,1205,502,45,0.136471868,1,1
3980,No,Cash Back,Letter,Medium,1,No,Low,1,1,1,No,1361.25,2114,1619,1387,325,0.136471868,1,0
3981,No,Cash Back,Letter,Medium,1,Yes,High,2,1,5,Yes,318.25,326,128,363,456,0.136471868,1,0
3982,Yes,Points,Letter,High,1,Yes,Low,1,1,6,Yes,1058,1875,1410,854,93,0.136471868,1,1
3983,No,Cash Back,Letter,Medium,1,No,Low,3,1,3,Yes,827.75,778,844,875,814,0.136471868,1,0
3984,No,Points,Letter,Low,1,No,Low,1,1,3,Yes,1196,600,1522,1351,1311,0.136471868,1,0
3985,No,Cash Back,Letter,Medium,1,No,Medium,2,1,6,Yes,1112.5,212,565,1482,2191,0.136471868,1,0
3986,No,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,940.75,169,1013,1285,1296,0.136471868,1,0
3987,No,Air Miles,Letter,Medium,3,No,Medium,2,1,3,Yes,832,940,870,761,757,0.136471868,1,0
3988,No,Points,Postcard,High,1,No,High,1,1,2,No,949.5,345,1626,1039,788,0.136471868,1,0
3989,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,881.75,960,951,846,770,0.136471868,1,1
3990,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,No,1183.75,1609,1734,743,649,0.136471868,1,1
3991,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,4,Yes,1178.25,1886,1454,990,383,0.136471868,1,0
3992,Yes,Air Miles,Letter,Medium,2,No,Low,2,1,5,No,168.75,86,262,220,107,0.136471868,1,1
3993,No,Air Miles,Letter,High,2,No,High,2,1,2,No,921.25,299,667,1089,1630,0.136471868,1,0
3994,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1017.75,683,745,914,1729,0.136471868,1,0
3995,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1256.5,790,1408,1823,1005,0.136471868,1,1
3996,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,192,185,127,386,70,0.136471868,1,0
3997,No,Cash Back,Postcard,High,1,No,Low,3,1,4,Yes,1058,796,497,2247,692,0.136471868,1,0
3998,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,No,984.5,530,604,1135,1669,0.136471868,1,0
3999,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,No,655.5,613,817,523,669,0.136471868,1,0
4000,No,Points,Postcard,Medium,1,No,High,1,2,5,No,1150.75,1804,1416,957,426,0.136471868,1,0
4001,No,Cash Back,Letter,High,2,No,Medium,2,1,4,Yes,772.5,234,684,819,1353,0.136471868,1,0
4002,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,785,675,916,999,550,0.136471868,1,0
4003,No,Air Miles,Postcard,Medium,2,No,High,1,2,3,No,187.25,245,456,2,46,0.136471868,1,0
4004,No,Points,Postcard,Low,1,No,Medium,1,1,5,No,1182.5,2069,1228,647,786,0.136471868,1,0
4005,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,1549.5,1027,1259,1735,2177,0.136471868,1,0
4006,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,288.5,417,365,126,246,0.136471868,1,0
4007,No,Air Miles,Letter,Low,1,No,Low,3,2,2,No,305,473,272,172,303,0.136471868,1,0
4008,No,Points,Letter,High,2,No,High,1,2,4,No,702.5,609,584,957,660,0.136471868,1,0
4009,No,Air Miles,Postcard,High,1,Yes,High,1,1,4,Yes,1255.75,1836,1591,810,786,0.136471868,1,0
4010,No,Air Miles,Postcard,Medium,1,No,Low,1,1,5,No,776.5,992,795,736,583,0.136471868,1,0
4011,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1012,716,447,902,1983,0.136471868,1,0
4012,No,Points,Letter,Medium,1,No,Medium,3,2,4,Yes,132,30,417,39,42,0.136471868,1,0
4013,No,Points,Postcard,Medium,1,No,Medium,2,2,5,No,1257.5,2028,1371,1150,481,0.136471868,1,0
4014,No,Cash Back,Postcard,Medium,1,Yes,Low,1,2,4,No,1387,959,1260,1939,1390,0.136471868,1,0
4015,Yes,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,1034.75,154,900,997,2088,0.136471868,1,1
4016,No,Points,Letter,High,1,Yes,High,1,2,2,No,971.5,1694,1068,785,339,0.136471868,1,0
4017,No,Cash Back,Postcard,High,1,Yes,High,1,2,3,No,933.25,517,718,813,1685,0.136471868,1,0
4018,No,Air Miles,Letter,High,1,No,Medium,2,1,3,No,1162.75,1048,780,1165,1658,0.136471868,1,0
4019,No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,265.25,250,301,13,497,0.136471868,1,0
4020,No,Air Miles,Letter,Low,2,No,High,1,1,3,Yes,307.25,397,204,138,490,0.136471868,1,0
4021,No,Points,Letter,Low,1,No,Medium,1,1,4,No,1222.25,1443,1679,1318,449,0.136471868,1,0
4022,No,Points,Postcard,Low,1,No,Medium,1,1,2,No,800.5,536,604,833,1229,0.136471868,1,0
4023,No,Cash Back,Postcard,Medium,2,Yes,Low,2,1,3,Yes,231.75,66,473,2,386,0.136471868,1,0
4024,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,1185,83,1212,1513,1932,0.136471868,1,0
4025,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,5,Yes,1408,433,1320,2078,1801,0.136471868,1,1
4026,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,727.5,594,550,788,978,0.136471868,1,0
4027,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1007.75,784,851,1122,1274,0.136471868,1,0
4028,Yes,Points,Letter,Medium,1,No,High,2,1,3,Yes,866,1699,1040,666,59,0.136471868,1,1
4029,No,Cash Back,Letter,High,1,No,Medium,2,1,4,No,1169.25,72,1575,1782,1248,0.136471868,1,0
4030,Yes,Points,Postcard,Low,1,No,Medium,1,2,4,Yes,926.5,1854,1203,536,113,0.136471868,1,1
4031,No,Points,Letter,High,1,Yes,Medium,2,1,3,No,789,703,971,788,694,0.136471868,1,0
4032,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,978.25,452,1472,1475,514,0.136471868,1,0
4033,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,3,No,879.5,61,611,814,2032,0.136471868,1,0
4034,Yes,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,956.25,1351,869,1007,598,0.136471868,1,1
4035,No,Air Miles,Letter,Low,1,Yes,Medium,3,2,2,No,860.25,129,420,1349,1543,0.136471868,1,0
4036,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,862.25,1540,1212,561,136,0.136471868,1,0
4037,No,Air Miles,Postcard,High,1,No,Low,2,2,4,No,812.5,981,825,534,910,0.136471868,1,0
4038,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1000.75,258,1473,1717,555,0.136471868,1,0
4039,No,Cash Back,Letter,Medium,2,No,High,2,2,6,No,1224.25,1610,1558,793,936,0.136471868,1,0
4040,No,Points,Letter,Low,1,Yes,Medium,3,1,3,Yes,209.75,11,494,250,84,0.136471868,1,0
4041,No,Air Miles,Postcard,Medium,1,Yes,Low,3,2,5,Yes,1168.5,2064,1689,670,251,0.136471868,1,0
4042,Yes,Cash Back,Letter,Low,1,No,Low,3,1,4,No,1272,1462,1785,1013,828,0.136471868,1,1
4043,No,Air Miles,Letter,Medium,1,No,High,2,1,5,Yes,643.75,610,503,559,903,0.136471868,1,0
4044,No,Air Miles,Postcard,High,2,Yes,Low,1,1,5,No,1087.5,617,1330,1599,804,0.136471868,1,0
4045,No,Air Miles,Letter,Low,1,Yes,High,3,1,5,Yes,758.25,554,732,815,932,0.136471868,1,0
4046,No,Air Miles,Letter,High,1,No,High,3,1,3,Yes,1044,869,479,953,1875,0.136471868,1,0
4047,No,Air Miles,Letter,Low,1,No,High,1,1,2,Yes,1139.25,701,593,1664,1599,0.136471868,1,0
4048,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,Yes,1070.5,258,1395,2188,441,0.136471868,1,0
4049,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1231.25,907,496,1386,2136,0.136471868,1,0
4050,No,Cash Back,Postcard,High,1,No,Medium,3,2,4,Yes,666.25,62,525,822,1256,0.136471868,1,0
4051,Yes,Points,Postcard,Medium,1,Yes,Medium,1,1,1,Yes,773.75,792,896,687,720,0.136471868,1,1
4052,No,Cash Back,Letter,High,1,No,Medium,1,1,2,Yes,939,1884,1074,538,260,0.136471868,1,0
4053,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,358.75,468,361,186,420,0.136471868,1,0
4054,No,Cash Back,Postcard,High,2,No,Medium,3,2,4,Yes,1197,195,1344,1215,2034,0.136471868,1,0
4055,No,Air Miles,Postcard,Low,1,No,High,2,2,4,Yes,232.5,237,186,71,436,0.136471868,1,0
4056,No,Cash Back,Postcard,High,1,Yes,Low,1,1,4,Yes,895.25,1568,1022,694,297,0.136471868,1,0
4057,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,905.75,1687,1002,616,318,0.136471868,1,0
4058,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1161.75,996,1142,1815,694,0.136471868,1,0
4059,No,Air Miles,Postcard,Low,1,Yes,Low,2,1,4,Yes,374.75,491,452,57,499,0.136471868,1,0
4060,Yes,Points,Postcard,Medium,1,Yes,High,3,2,3,No,1054.5,830,716,1260,1412,0.136471868,1,1
4061,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,2,3,Yes,1750,1974,1942,1520,1564,0.136471868,1,0
4062,No,Cash Back,Postcard,Low,1,No,Medium,1,1,3,Yes,990,1583,1464,789,124,0.136471868,1,0
4063,Yes,Points,Postcard,Medium,1,No,Low,1,1,6,No,1078.5,1010,572,1007,1725,0.136471868,1,1
4064,Yes,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,1486.5,733,1729,2172,1312,0.136471868,1,1
4065,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,1149.25,773,834,1181,1809,0.136471868,1,0
4066,No,Points,Postcard,High,1,No,Medium,2,1,3,No,1067.5,482,1083,1193,1512,0.136471868,1,0
4067,No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,1146.25,1547,1267,859,912,0.136471868,1,0
4068,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,No,293.25,346,331,212,284,0.136471868,1,0
4069,No,Points,Letter,Medium,1,Yes,Low,4,1,5,No,1182.5,165,1610,1985,970,0.136471868,1,0
4070,No,Points,Letter,Low,1,No,Low,2,2,4,No,1068.5,1929,1185,716,444,0.136471868,1,0
4071,No,Cash Back,Letter,Medium,2,No,High,2,1,2,Yes,1332.75,1043,640,1552,2096,0.136471868,1,0
4072,No,Cash Back,Letter,High,2,No,Low,1,1,3,Yes,277.25,345,103,340,321,0.136471868,1,0
4073,Yes,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,172.75,240,168,23,260,0.136471868,1,1
4074,No,Air Miles,Letter,High,1,No,Low,1,2,5,Yes,1109,308,982,1858,1288,0.136471868,1,0
4075,No,Points,Letter,Medium,2,No,High,1,1,4,No,1258,1833,1415,890,894,0.136471868,1,0
4076,No,Cash Back,Postcard,Medium,1,No,Low,2,2,6,Yes,935.25,1575,1128,743,295,0.136471868,1,0
4077,No,Points,Letter,Low,1,No,Low,3,1,3,Yes,1094.25,372,1116,1588,1301,0.136471868,1,0
4078,No,Cash Back,Postcard,High,2,No,Medium,2,1,4,Yes,195.5,266,49,375,92,0.136471868,1,0
4079,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,No,964.25,291,1196,1104,1266,0.136471868,1,0
4080,Yes,Air Miles,Postcard,High,3,No,Low,2,1,4,Yes,992.25,480,917,2059,513,0.136471868,1,1
4081,Yes,Air Miles,Postcard,High,2,No,Medium,4,1,4,Yes,1086.25,1620,921,1024,780,0.136471868,1,1
4082,Yes,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,1295.75,404,1495,2026,1258,0.136471868,1,1
4083,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,747.5,594,668,833,895,0.136471868,1,1
4084,No,Points,Letter,Low,1,No,High,3,1,3,Yes,995.25,1619,1344,684,334,0.136471868,1,0
4085,No,Air Miles,Letter,Low,1,No,Low,1,1,4,Yes,1003.5,156,666,2117,1075,0.136471868,1,0
4086,No,Cash Back,Postcard,Low,1,No,High,3,1,3,Yes,1250,71,976,1787,2166,0.136471868,1,0
4087,Yes,Air Miles,Letter,Medium,2,Yes,High,1,2,4,Yes,971.25,1671,1321,601,292,0.136471868,1,1
4088,Yes,Air Miles,Letter,Low,2,No,Medium,3,1,4,Yes,318.5,134,462,215,463,0.136471868,1,1
4089,No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1052.5,1255,1679,517,759,0.136471868,1,0
4090,No,Air Miles,Postcard,Low,1,No,Low,1,2,2,No,1011,1745,1192,1027,80,0.136471868,1,0
4091,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,749,673,663,906,754,0.136471868,1,0
4092,Yes,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,1400,964,1342,1899,1395,0.136471868,1,1
4093,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,754.25,811,648,879,679,0.136471868,1,0
4094,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,873.75,777,819,1219,680,0.136471868,1,1
4095,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,Yes,1231,1017,1703,1650,554,0.136471868,1,0
4096,No,Cash Back,Letter,Medium,2,No,Medium,1,2,2,No,868.5,1213,1278,796,187,0.136471868,1,0
4097,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,892.75,355,498,1343,1375,0.136471868,1,0
4098,No,Points,Letter,Low,2,No,Low,1,1,4,Yes,174,35,142,398,121,0.136471868,1,0
4099,No,Points,Letter,Medium,1,No,Low,2,1,3,No,970.25,1128,401,1339,1013,0.136471868,1,0
4100,No,Points,Letter,Low,2,No,High,1,2,3,Yes,949,1943,857,501,495,0.136471868,1,0
4101,No,Air Miles,Postcard,High,1,No,Medium,1,1,4,Yes,1257.25,1039,1526,1765,699,0.136471868,1,0
4102,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,1269.25,675,1353,1338,1711,0.136471868,1,0
4103,No,Cash Back,Letter,Medium,2,No,Low,2,1,5,No,779.25,838,983,628,668,0.136471868,1,0
4104,No,Cash Back,Letter,Low,1,No,High,1,1,1,Yes,1126.5,468,1602,1803,633,0.136471868,1,0
4105,No,Points,Letter,High,1,No,Low,2,1,3,Yes,279.75,315,53,412,339,0.136471868,1,0
4106,No,Points,Letter,High,1,No,Medium,2,1,2,Yes,1387,1330,1487,883,1848,0.136471868,1,0
4107,No,Cash Back,Letter,Low,1,No,High,2,1,2,Yes,1002.5,1940,1196,555,319,0.136471868,1,0
4108,Yes,Cash Back,Letter,Low,2,No,Low,1,1,5,Yes,1277.25,247,1112,1632,2118,0.136471868,1,1
4109,No,Cash Back,Letter,Medium,2,No,Low,3,2,5,No,752.75,106,1135,1259,511,0.136471868,1,0
4110,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,1146.75,423,1519,1961,684,0.136471868,1,0
4111,No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,1309.25,424,1592,2014,1207,0.136471868,1,0
4112,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,983.5,452,1474,1219,789,0.136471868,1,0
4113,Yes,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,742.25,866,736,734,633,0.136471868,1,1
4114,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,813,853,911,920,568,0.136471868,1,0
4115,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,3,Yes,1104.75,1966,1273,729,451,0.136471868,1,0
4116,No,Points,Letter,High,1,No,High,2,1,4,No,773.75,748,692,929,726,0.136471868,1,0
4117,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,Yes,706.75,876,663,582,706,0.136471868,1,0
4118,No,Air Miles,Postcard,Low,1,No,High,1,1,2,No,661.75,845,561,600,641,0.136471868,1,0
4119,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,1,Yes,1090.75,1420,1794,1084,65,0.136471868,1,1
4120,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,1092.75,338,1778,1671,584,0.136471868,1,0
4121,No,Cash Back,Postcard,Low,1,No,Low,2,1,2,Yes,1280.25,1035,1192,809,2085,0.136471868,1,0
4122,Yes,Air Miles,Postcard,Low,3,No,Low,2,2,3,Yes,1102.75,67,940,1658,1746,0.136471868,1,1
4123,No,Points,Letter,High,2,No,Low,3,2,2,No,1094.75,1880,1498,660,341,0.136471868,1,0
4124,No,Cash Back,Letter,Low,1,Yes,Low,1,1,5,Yes,1043.75,1967,1193,706,309,0.136471868,1,0
4125,No,Cash Back,Letter,Medium,1,Yes,Low,3,2,4,Yes,1040.5,1820,1181,974,187,0.136471868,1,0
4126,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,1478.25,1081,1068,2256,1508,0.136471868,1,0
4127,No,Cash Back,Postcard,High,1,No,High,3,1,2,Yes,210,83,343,256,158,0.136471868,1,0
4128,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,984,1673,1205,776,282,0.136471868,1,0
4129,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1221.75,340,1615,1629,1303,0.136471868,1,0
4130,No,Air Miles,Letter,High,2,No,Low,1,1,3,Yes,1127,865,1181,1255,1207,0.136471868,1,0
4131,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1247.5,755,1297,1551,1387,0.136471868,1,0
4132,Yes,Points,Postcard,Medium,1,No,Low,2,2,2,No,1016.5,1329,1152,753,832,0.136471868,1,1
4133,No,Cash Back,Letter,Medium,1,No,High,3,1,5,No,1406.75,405,1396,1755,2071,0.136471868,1,0
4134,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,615.25,581,558,737,585,0.136471868,1,0
4135,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,1133.75,1958,1268,400,909,0.136471868,1,0
4136,No,Points,Postcard,Medium,1,No,High,1,1,5,Yes,1326.75,1459,1206,1032,1610,0.136471868,1,0
4137,No,Cash Back,Postcard,High,1,No,Low,3,1,3,No,895.5,1832,1039,595,116,0.136471868,1,0
4138,No,Cash Back,Postcard,High,1,Yes,High,1,1,4,Yes,1075.5,1807,1011,990,494,0.136471868,1,0
4139,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,238,461,285,78,128,0.136471868,1,0
4140,No,Cash Back,Postcard,High,1,No,High,1,2,3,Yes,917.75,1695,1125,686,165,0.136471868,1,0
4141,No,Cash Back,Postcard,Low,1,Yes,High,2,2,5,Yes,1357.5,953,1588,2170,719,0.136471868,1,0
4142,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1071,386,1330,1326,1242,0.136471868,1,0
4143,No,Cash Back,Postcard,Low,2,Yes,Medium,2,1,3,Yes,1383,854,1271,1713,1694,0.136471868,1,0
4144,No,Air Miles,Postcard,Low,2,No,High,1,1,4,Yes,955.5,202,1013,1389,1218,0.136471868,1,0
4145,Yes,Air Miles,Letter,High,2,No,Medium,2,1,3,Yes,1128.5,2019,1366,1008,121,0.136471868,1,1
4146,No,Cash Back,Postcard,Medium,2,No,Low,2,1,5,No,1304.25,750,1158,1337,1972,0.136471868,1,0
4147,No,Points,Letter,High,2,No,Medium,3,1,4,No,1149.75,115,957,1505,2022,0.136471868,1,0
4148,Yes,Points,Postcard,Medium,2,No,Low,2,1,2,No,343.5,471,283,498,122,0.136471868,1,1
4149,No,Points,Postcard,High,1,No,High,2,1,2,Yes,257.75,482,63,96,390,0.136471868,1,0
4150,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,1,Yes,1078,333,1421,1855,703,0.136471868,1,1
4151,No,Points,Postcard,High,1,No,Medium,1,1,3,No,997,386,1276,1644,682,0.136471868,1,0
